Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
806,tt4779682,2023-07-23,2023-07-23,,Movie name 806,Movie name 806,link here,Movie,5.7,113,2018,"Action, Horror, Sci-Fi, Thriller",213554,2018-08-10,,6,2023-07-23
807,tt14189076,2023-07-23,2023-07-23,,Movie name 807,Movie name 807,link here,Movie,6.4,107,2022,Drama,4847,2022-12-16,,7,2023-07-23
808,tt4633694,2023-07-23,2023-07-23,,Movie name 808,Movie name 808,link here,Movie,8.4,117,2018,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",701497,2018-12-14,,4,2023-07-23
809,tt5687612,2023-07-25,2023-07-25,,Movie name 809,Movie name 809,link here,TV Series,8.7,30,2016,"Comedy, Drama",215261,2016-09-16,,10,2023-07-25
810,tt6077448,2023-07-25,2023-07-25,,Movie name 810,Movie name 810,link here,TV Series,8.5,,2018,"Action, Crime, Drama, Mystery, Thriller",94310,2018-07-06,,9,2023-07-25
811,tt2356777,2023-07-26,2023-07-26,,Movie name 811,Movie name 811,link here,TV Series,8.9,60,2014,"Crime, Drama, Mystery, Thriller",677365,2014-01-12,,10,2018-03-11
812,tt21353352,2023-07-27,2023-07-27,,Movie name 812,Movie name 812,link here,Movie,5.5,123,2023,Thriller,313,2023-06-09,,1,2023-07-27
813,tt9680440,2023-07-30,2023-07-30,,Movie name 813,Movie name 813,link here,TV Series,8.1,44,2020,"Crime, Drama, Thriller",66171,2020-05-15,,8,2023-07-30
814,tt12392504,2023-07-30,2023-07-30,,Movie name 814,Movie name 814,link here,TV Mini Series,9.2,60,2020,"Biography, Crime, Drama, Thriller",161240,2020-10-09,,9,2023-07-30
815,tt20242416,2023-08-02,2023-08-02,,Movie name 815,Movie name 815,link here,Movie,6.7,157,2023,"Action, Drama, Thriller",5896,2023-06-29,,3,2023-08-02
816,tt6915596,2023-08-02,2023-08-02,,Movie name 816,Movie name 816,link here,Movie,7.6,136,2017,"Drama, Romance",3423,2018-03-08,,9,2023-08-02
817,tt19854762,2023-08-05,2023-08-05,,Movie name 817,Movie name 817,link here,TV Series,7.4,47,2023,"Drama, Thriller",76864,2023-06-28,,6,2023-08-05
818,tt17007120,2023-08-06,2023-08-06,,Movie name 818,Movie name 818,link here,Movie,6.3,110,2023,"Comedy, Drama",9588,2023-07-28,,7,2023-08-06
819,tt21238288,2023-08-06,2023-08-06,,Movie name 819,Movie name 819,link here,Movie,6.8,117,2022,"Comedy, Drama",3086,2022-09-02,,7,2023-08-06
820,tt28306965,2023-08-06,2023-08-06,,Movie name 820,Movie name 820,link here,TV Series,7.9,50,2023,"Documentary, Biography, Crime",2941,2023-08-04,,10,2023-08-06
821,tt4686844,2023-08-07,2023-08-07,,Movie name 821,Movie name 821,link here,Movie,7.3,107,2017,"Comedy, Drama, History",116793,2018-03-09,,9,2023-08-07
822,tt2674454,2023-08-07,2023-08-07,,Movie name 822,Movie name 822,link here,Movie,6,105,2017,"Biography, Drama, History, War",15967,2017-06-02,,5,2023-08-07
823,tt18250130,2023-08-09,2023-08-09,,Movie name 823,Movie name 823,link here,Movie,6.5,160,2023,"Comedy, Family",1115,2023-05-12,,1,2023-08-09
824,tt27542289,2023-08-10,2023-08-10,,Movie name 824,Movie name 824,link here,Movie,8,147,2023,"Action, Crime, Thriller",10945,2023-06-09,,3,2023-08-10
825,tt0278501,2023-08-11,2023-08-11,,Movie name 825,Movie name 825,link here,Movie,8.6,133,1990,"Comedy, Crime, Mystery, Thriller",4191,1905-06-12,,9,2023-08-11
826,tt0867396,2023-08-12,2023-08-12,,Movie name 826,Movie name 826,link here,Movie,6.3,,2006,Drama,362,2006-12-22,,10,2023-08-12
827,tt2042633,2023-08-12,2023-08-12,,Movie name 827,Movie name 827,link here,Movie,7.5,150,2011,"Drama, Romance",981,2011-08-31,,10,2023-08-12
828,tt15671028,2023-08-12,2023-08-12,,Movie name 828,Movie name 828,link here,Movie,6.4,103,2023,"Comedy, Romance",179056,2023-06-23,,4,2023-08-12
829,tt16077654,2023-08-13,2023-08-13,,Movie name 829,Movie name 829,link here,Movie,6.4,120,2023,"Comedy, Drama, Family, Romance",1491,2023-07-14,,3,2023-08-13
830,tt7019942,2023-08-13,2023-08-13,,Movie name 830,Movie name 830,link here,Movie,8.2,176,2019,"Comedy, Crime, Drama, Thriller",18320,2019-03-28,,10,2023-08-13
831,tt0460541,2023-08-13,2023-08-13,,Movie name 831,Movie name 831,link here,Movie,7.1,137,2005,"Comedy, Drama",907,2005-06-24,,8,2023-08-13
832,tt0430735,2023-08-13,2023-08-13,,Movie name 832,Movie name 832,link here,Movie,6,148,2004,Drama,396,2004-12-24,,7,2023-08-13
833,tt0808500,2023-08-13,2023-08-13,,Movie name 833,Movie name 833,link here,Movie,5.3,140,2006,"Action, Comedy",727,2006-04-14,,7,2023-08-13
834,tt0867337,2023-08-13,2023-08-13,,Movie name 834,Movie name 834,link here,Movie,7,120,2006,Drama,291,2006-11-17,,7,2023-08-13
835,tt21230476,2023-08-15,2023-08-15,,Movie name 835,Movie name 835,link here,Movie,4.8,121,2022,"Comedy, Romance",153,2022-09-16,,3,2023-08-15
836,tt6494622,2023-08-17,2023-08-17,,Movie name 836,Movie name 836,link here,TV Series,8.2,50,2019,"Drama, Romance",14654,2019-03-06,,6,2023-08-17
837,tt0353725,2023-08-17,2023-08-17,,Movie name 837,Movie name 837,link here,Movie,8,165,2002,"Comedy, Drama",2046,2002-08,,9,2023-08-17
838,tt0319337,2023-08-17,2023-08-17,,Movie name 838,Movie name 838,link here,Movie,7.5,138,2001,"Comedy, Drama, Romance",1299,2001-07-04,,8,2024-11-18
839,tt1585558,2023-08-17,2023-08-17,,Movie name 839,Movie name 839,link here,Movie,6.8,152,2010,Comedy,1425,2010-01-22,,7,2024-11-18
840,tt1820526,2023-08-17,2023-08-17,,Movie name 840,Movie name 840,link here,Movie,6.6,132,2010,Comedy,1040,2010-12-25,,7,2023-08-20
841,tt16103640,2023-08-17,2023-08-17,,Movie name 841,Movie name 841,link here,Movie,7.1,104,2022,Drama,397,2023-08-18,,7,2023-08-17
842,tt1424750,2023-08-18,2023-08-18,,Movie name 842,Movie name 842,link here,Movie,6.4,,2009,"Comedy, Drama",458,2009-04-23,Steven Spielberg,7,2023-08-18
843,tt6018306,2023-08-20,2023-08-20,,Movie name 843,Movie name 843,link here,Movie,6.9,125,2017,"Comedy, Drama, War",29230,2017-11-03,,8,2023-08-20
844,tt0278426,2023-08-20,2023-08-20,,Movie name 844,Movie name 844,link here,Movie,6.9,130,1990,Comedy,180,1990-05-04,,,
845,tt0215029,2023-08-20,2023-08-20,,Movie name 845,Movie name 845,link here,Movie,8.1,140,1984,Comedy,413,,,8,2023-08-20
846,tt0278768,2023-08-20,2023-08-20,,Movie name 846,Movie name 846,link here,Movie,7.8,135,1990,"Comedy, Drama",660,,David Fincher,9,2023-08-20
847,tt0355617,2023-08-20,2023-08-20,,Movie name 847,Movie name 847,link here,Movie,7.1,130,1997,"Comedy, Fantasy",316,1997-10-01,,,
848,tt0305819,2023-08-20,2023-08-20,,Movie name 848,Movie name 848,link here,Movie,7.9,160,1993,"Comedy, Drama, Musical, Romance",763,,,10,2023-08-20
849,tt0353935,2023-08-20,2023-08-20,,Movie name 849,Movie name 849,link here,Movie,8.5,150,1989,"Comedy, Drama, Thriller",3678,1905-06-11,,9,2023-08-20
850,tt0273798,2023-08-20,2023-08-20,,Movie name 850,Movie name 850,link here,Movie,5.5,134,1998,Comedy,143,,,,
851,tt0353753,2023-08-20,2023-08-20,,Movie name 851,Movie name 851,link here,Movie,7.6,129,1991,Comedy,488,,,7,2023-08-20
852,tt2138104,2023-08-20,2023-08-20,,Movie name 852,Movie name 852,link here,Movie,4.8,,2012,Comedy,348,2012-01-14,,8,2023-08-20
853,tt0274104,2023-08-20,2023-08-20,,Movie name 853,Movie name 853,link here,Movie,7,157,1998,Comedy,313,,,7,2023-08-20
854,tt0323364,2023-08-20,2023-08-20,,Movie name 854,Movie name 854,link here,Movie,6.4,150,2001,"Comedy, Drama",312,2001-08,David Fincher,7,2023-08-20
855,tt0384597,2023-08-20,2023-08-20,,Movie name 855,Movie name 855,link here,Movie,7,147,2003,Comedy,680,2003-12-25,,8,2023-08-20
856,tt0400186,2023-08-20,2023-08-20,,Movie name 856,Movie name 856,link here,Movie,6.6,127,2005,"Comedy, Drama, Romance",950,2005-08-26,,6,2023-08-20
857,tt0355926,2023-08-20,2023-08-20,,Movie name 857,Movie name 857,link here,Movie,6.9,130,1995,"Action, Comedy, Drama",316,,,,
858,tt1539997,2023-08-20,2023-08-20,,Movie name 858,Movie name 858,link here,Movie,7.4,140,2009,"Comedy, Drama, Family, Horror",1194,2009-10-09,,8,2023-08-20
859,tt1522265,2023-08-20,2023-08-20,,Movie name 859,Movie name 859,link here,Movie,7.2,138,2009,"Drama, Family",392,2009-08-14,,,
860,tt1921019,2023-08-20,2023-08-20,,Movie name 860,Movie name 860,link here,Movie,7.8,105,2011,"Drama, Thriller",483,2011-04-29,,,
861,tt2133191,2023-08-20,2023-08-20,,Movie name 861,Movie name 861,link here,Movie,7.5,120,2011,"Biography, Drama, Family",1026,2011-12-08,,7,2023-08-20
862,tt2592236,2023-08-20,2023-08-20,,Movie name 862,Movie name 862,link here,Movie,7.6,127,2012,"Drama, Family",398,2012-09-07,,8,2023-08-20
863,tt4112416,2023-08-20,2023-08-20,,Movie name 863,Movie name 863,link here,Movie,5.2,137,2014,Comedy,320,2014-10-03,,,
864,tt4760086,2023-08-20,2023-08-20,,Movie name 864,Movie name 864,link here,Movie,6.6,109,2015,Drama,490,2015-06-05,,7,2023-08-20
865,tt0317962,2023-08-20,2023-08-20,,Movie name 865,Movie name 865,link here,Movie,6.5,139,2001,"Comedy, Drama",325,2001-12,,7,2023-08-20
866,tt1874615,2023-08-20,2023-08-20,,Movie name 866,Movie name 866,link here,Movie,5.4,150,2011,Comedy,409,2011-03-24,,6,2023-08-20
867,tt1609119,2023-08-20,2023-08-20,,Movie name 867,Movie name 867,link here,Movie,5.8,162,2010,Comedy,512,2010-01-14,,5,2023-08-20
868,tt0448225,2023-08-20,2023-08-20,,Movie name 868,Movie name 868,link here,Movie,6.4,105,2005,"Action, Comedy, Crime, Romance",767,2005-04-14,,6,2023-08-20
869,tt1667852,2023-08-20,2023-08-20,,Movie name 869,Movie name 869,link here,Movie,5.2,136,2010,"Action, Comedy, Drama",1443,2010-05-07,,6,2023-08-20
870,tt1129411,2023-08-20,2023-08-20,,Movie name 870,Movie name 870,link here,Movie,6.3,121,2007,"Comedy, Romance",852,2007-10-12,,6,2023-08-20
871,tt1877589,2023-08-20,2023-08-20,,Movie name 871,Movie name 871,link here,Movie,5,,2011,"Action, Drama, Thriller",1034,2011-03-18,,7,2023-08-20
872,tt1630255,2023-08-20,2023-08-20,,Movie name 872,Movie name 872,link here,Movie,5.7,137,2009,"Action, Drama, Thriller",771,1905-07-01,,7,2023-08-20
873,tt0463644,2023-08-20,2023-08-20,,Movie name 873,Movie name 873,link here,Movie,6,146,2005,"Mystery, Thriller",938,2005-09-09,,,
874,tt0271575,2023-08-20,2023-08-20,,Movie name 874,Movie name 874,link here,Movie,7.5,134,1989,"Crime, Mystery, Thriller",969,1989-09-07,,,
875,tt23849582,2023-08-22,2023-08-22,,Movie name 875,Movie name 875,link here,Movie,6.3,117,2023,"Comedy, Drama, Family, Romance",805,2023-06-16,,5,2023-08-22
876,tt18231758,2023-08-23,2023-08-23,,Movie name 876,Movie name 876,link here,Movie,4.1,169,2022,Comedy,658,2022-11-24,,1,2023-08-23
877,tt24949806,2023-08-25,2023-08-25,,Movie name 877,Movie name 877,link here,Movie,5.1,125,2023,Crime,1068,2023-07-27,,1,2023-08-25
878,tt9224104,2023-08-26,2023-08-26,,Movie name 878,Movie name 878,link here,Movie,5,116,2023,"Action, Adventure, Horror, Sci-Fi, Thriller",87715,2023-08-04,,7,2023-08-26
879,tt18235054,2023-08-26,2023-08-26,,Movie name 879,Movie name 879,link here,Movie,4,142,2021,Drama,19,2021-12-17,,1,2023-08-26
880,tt11291274,2023-08-27,2023-08-27,,Movie name 880,Movie name 880,link here,Movie,7,107,2022,"Action, Comedy, Crime, Thriller",162038,2022-04-22,,5,2023-08-27
881,tt0795368,2023-08-27,2023-08-27,,Movie name 881,Movie name 881,link here,Movie,7.3,90,2007,Comedy,123013,2007-09-07,,9,2023-08-27
882,tt1321509,2023-08-27,2023-08-27,,Movie name 882,Movie name 882,link here,Movie,5.7,92,2010,"Comedy, Drama",54513,2010-04-16,,2,2023-08-27
883,tt0429683,2023-08-28,2023-08-28,,Movie name 883,Movie name 883,link here,Movie,6.5,130,2004,"Action, Thriller, Crime",567,2004-11-10,,9,2023-08-28
884,tt22015520,2023-08-28,2023-08-28,,Movie name 884,Movie name 884,link here,Movie,5,130,2023,"Comedy, Drama",621,2023-05-19,,1,2023-08-28
885,tt11375428,2023-08-28,2023-08-28,,Movie name 885,Movie name 885,link here,Movie,8.1,172,2022,"Drama, Musical, Romance",16906,2022-01-21,,6,2023-02-17
886,tt6613814,2023-08-28,2023-08-28,,Movie name 886,Movie name 886,link here,Movie,7,154,2017,"Action, Drama, Thriller",4356,2017-10-05,,6,2023-08-28
887,tt27056160,2023-08-28,2023-08-28,,Movie name 887,Movie name 887,link here,Movie,6.1,122,2023,"Drama, Romance",224,2023-06-02,,2,2023-08-28
888,tt6774420,2023-08-29,2023-08-29,,Movie name 888,Movie name 888,link here,Movie,6.9,157,2018,"Comedy, Crime, Mystery",1554,2018-01-12,,3,2023-08-29
889,tt7557024,2023-08-29,2023-08-29,,Movie name 889,Movie name 889,link here,Movie,7.1,122,2018,"Comedy, Drama",1567,2018-05-25,,8,2023-08-29
890,tt7523010,2023-08-29,2023-08-29,,Movie name 890,Movie name 890,link here,Movie,7.6,155,2018,"Drama, Fantasy",2889,2018-07-14,,7,2023-08-29
891,tt8081566,2023-08-29,2023-08-29,,Movie name 891,Movie name 891,link here,Movie,7.1,135,2019,"Comedy, Drama",1695,2019-02-08,,3,2023-08-29
892,tt7548570,2023-08-29,2023-08-29,,Movie name 892,Movie name 892,link here,Movie,7.4,138,2018,"Action, Crime, Thriller",1653,2018-03-31,,7,2023-08-29
893,tt9789670,2023-08-29,2023-08-29,,Movie name 893,Movie name 893,link here,Movie,6.8,148,2019,"Action, Comedy, Drama",1428,2019-09-20,,1,2023-08-29
894,tt2334739,2023-08-29,2023-08-29,,Movie name 894,Movie name 894,link here,Movie,5.8,144,2012,"Action, Mystery, Thriller",586,2012-03-30,,5,2023-08-29
895,tt6104268,2023-08-29,2023-08-29,,Movie name 895,Movie name 895,link here,Movie,7.3,158,2017,"Drama, Thriller",2602,2017-10-27,,6,2023-08-29
896,tt24342088,2023-08-30,2023-08-30,,Movie name 896,Movie name 896,link here,Movie,4.8,141,2023,"Comedy, Drama, Romance",2475,2023-02-17,,1,2023-03-12
897,tt25406500,2023-08-30,2023-08-30,,Movie name 897,Movie name 897,link here,Movie,7.7,112,2023,"Crime, Drama, Thriller",6004,2023-03-03,,8,2023-03-03
898,tt11663228,2023-08-30,2023-08-30,,Movie name 898,Movie name 898,link here,Movie,7.1,168,2023,"Action, Comedy, Crime, Thriller",38363,2023-08-10,,6,2023-08-30
899,tt9179430,2023-08-30,2023-08-30,,Movie name 899,Movie name 899,link here,Movie,8.3,175,2022,"Action, Crime, Drama, Thriller",78013,2022-06-03,,7,2022-12-03
900,tt9900782,2023-08-30,2023-08-30,,Movie name 900,Movie name 900,link here,Movie,8.4,145,2019,"Action, Crime, Drama, Thriller",44760,2019-10-24,,9,2023-12-21
901,tt10189514,2023-08-30,2023-08-30,,Movie name 901,Movie name 901,link here,Movie,8.7,153,2020,Drama,126152,2020-11-12,,,
902,tt6148156,2023-08-30,2023-08-30,,Movie name 902,Movie name 902,link here,Movie,8.2,147,2017,"Action, Crime, Drama, Thriller",51838,2017-07-21,,,
903,tt9362722,2023-08-30,2023-08-30,,Movie name 903,Movie name 903,link here,Movie,8.6,140,2023,"Animation, Action, Adventure, Fantasy, Sci-Fi",416576,2023-06-02,,,
904,tt6723592,2023-08-30,2023-08-30,,Movie name 904,Movie name 904,link here,Movie,7.3,150,2020,"Action, Sci-Fi, Thriller",611895,2020-09-03,Christopher Nolan,6,2023-08-30
905,tt27209716,2023-08-30,2023-08-30,,Movie name 905,Movie name 905,link here,Movie,5.3,126,2023,"Action, Comedy, Thriller",341,2023-06-30,,9,2023-08-30
906,tt0430326,2023-09-03,2023-09-03,,Movie name 906,Movie name 906,link here,Movie,4.5,140,2004,"Comedy, Drama",299,2004-11-04,,5,2023-09-03
907,tt4925292,2023-09-04,2023-09-04,,Movie name 907,Movie name 907,link here,Movie,7.4,94,2017,"Comedy, Drama",342924,2017-12-01,,6,2023-09-04
908,tt1226837,2023-09-04,2023-09-04,,Movie name 908,Movie name 908,link here,Movie,7.4,120,2018,"Biography, Drama",106567,2018-10-25,,6,2023-09-04
909,tt0449059,2023-09-04,2023-09-04,,Movie name 909,Movie name 909,link here,Movie,7.8,101,2006,"Comedy, Drama",527984,2006-08-18,,7,2023-09-04
910,tt0467406,2023-09-04,2023-09-04,,Movie name 910,Movie name 910,link here,Movie,7.4,96,2007,"Comedy, Drama",556487,2007-12-25,,,
911,tt2194499,2023-09-04,2023-09-04,,Movie name 911,Movie name 911,link here,Movie,7.8,123,2013,"Comedy, Drama, Fantasy, Romance, Sci-Fi",400784,2013-11-08,,,
912,tt2872718,2023-09-04,2023-09-04,,Movie name 912,Movie name 912,link here,Movie,7.8,117,2014,"Crime, Drama, Thriller",621551,2014-10-31,,8,2023-09-04
913,tt0443706,2023-09-04,2023-09-04,,Movie name 913,Movie name 913,link here,Movie,7.7,157,2007,"Crime, Drama, Mystery, Thriller",618139,2007-03-02,David Fincher,8,2023-09-04
914,tt0144084,2023-09-04,2023-09-04,,Movie name 914,Movie name 914,link here,Movie,7.6,102,2000,"Crime, Drama, Horror",750677,2000-04-14,,7,2023-02-25
915,tt3890160,2023-09-04,2023-09-04,,Movie name 915,Movie name 915,link here,Movie,7.5,113,2017,"Action, Crime, Drama, Music",632473,2017-06-28,,,
916,tt8080204,2023-09-08,2023-09-08,,Movie name 916,Movie name 916,link here,Movie,5.5,93,2023,"Action, Drama, Mystery, Sci-Fi, Thriller",39886,2023-05-12,,3,2023-09-08
917,tt26733205,2023-09-14,2023-09-14,,Movie name 917,Movie name 917,link here,Movie,6.3,122,2023,"Comedy, Drama, Romance",1139,2023-07-07,,1,2023-09-14
918,tt27116770,2023-09-17,2023-09-17,,Movie name 918,Movie name 918,link here,Movie,4.1,134,2023,"Comedy, Family",333,2023-08-04,,4,2024-10-05
919,tt15477202,2023-09-23,2023-09-23,,Movie name 919,Movie name 919,link here,Movie,5.7,135,2023,"Comedy, Thriller",1375,2023-07-28,,1,2023-09-23
920,tt24517458,2023-09-24,2023-09-24,,Movie name 920,Movie name 920,link here,Movie,7.1,151,2023,"Action, Adventure",5587,2023-08-25,,5,2023-09-24
921,tt15134398,2023-09-29,2023-09-29,,Movie name 921,Movie name 921,link here,Movie,6.1,174,2023,"Action, Crime, Drama, Thriller",8501,2023-08-24,,1,2023-09-29
922,tt8398600,2023-10-12,2023-10-12,,Movie name 922,Movie name 922,link here,TV Series,8.4,30,2019,"Comedy, Drama",157392,2019-03-08,,10,2023-10-12
923,tt0290978,2023-10-14,2023-10-14,,Movie name 923,Movie name 923,link here,TV Series,8.5,30,2001,"Comedy, Drama",125796,2003-01-23,,8,2024-11-17
924,tt1266020,2023-10-15,2023-10-15,,Movie name 924,Movie name 924,link here,TV Series,8.6,22,2009,Comedy,295904,2009-04-09,,8,2023-10-15
925,tt1155056,2023-10-18,2023-10-18,,Movie name 925,Movie name 925,link here,Movie,7,105,2009,"Comedy, Romance",219505,2009-03-20,,7,2023-10-18
926,tt1439629,2023-11-01,2023-11-01,,Movie name 926,Movie name 926,link here,TV Series,8.5,22,2009,Comedy,299506,2009-09-17,,,
927,tt28675376,2023-11-01,2023-11-01,,Movie name 927,Movie name 927,link here,TV Series,6.2,,2023,"Comedy, Drama",409,2023-10-25,,9,2023-11-01
928,tt15398776,2023-11-16,2023-11-16,,Movie name 928,Movie name 928,link here,Movie,8.3,180,2023,"Biography, Drama, History",816029,2023-07-21,Christopher Nolan,10,2023-11-16
929,tt23183388,2023-11-25,2023-11-25,,Movie name 929,Movie name 929,link here,Movie,6.2,128,2023,"Crime, Thriller",2456,2023-10-05,,5,2023-11-25
930,tt25274786,2023-11-25,2023-11-25,,Movie name 930,Movie name 930,link here,Movie,7.6,161,2023,"Action, Crime, Drama, Thriller",9505,2023-09-28,,7,2023-11-25
931,tt28240284,2023-11-27,2023-11-27,,Movie name 931,Movie name 931,link here,Movie,7.4,87,2023,"Documentary, Biography, History, War",2709,2023-07-10,,10,2023-11-27
932,tt27192512,2023-11-27,2023-11-27,,Movie name 932,Movie name 932,link here,Movie,6.8,96,2023,Documentary,448,2023-07-17,,8,2023-11-27
933,tt0815236,2023-11-28,2023-11-28,,Movie name 933,Movie name 933,link here,Movie,6.4,104,2010,"Comedy, Romance",147441,2010-03-12,,6,2023-11-28
934,tt27411198,2023-12-03,2023-12-03,,Movie name 934,Movie name 934,link here,Movie,7.3,138,2023,"Crime, Thriller",2571,2023-11-03,,1,2023-12-03
935,tt5537002,2023-12-04,2023-12-04,,Movie name 935,Movie name 935,link here,Movie,7.6,206,2023,"Crime, Drama, History, Mystery, Romance, Western",264368,2023-10-20,Martin Scorsese,8,2023-12-04
936,tt2575988,2023-12-05,2023-12-05,,Movie name 936,Movie name 936,link here,TV Series,8.5,30,2014,Comedy,170134,2014-04-06,,10,2023-12-05
937,tt28337815,2023-12-10,2023-12-10,,Movie name 937,Movie name 937,link here,Movie,6,121,2023,Drama,849,2023-10-06,,4,2023-12-10
938,tt13299862,2023-12-16,2023-12-16,,Movie name 938,Movie name 938,link here,Movie,6.5,106,2023,"Fantasy, Thriller",374,2023-06-16,,3,2023-12-16
939,tt3513548,2023-12-16,2023-12-16,,Movie name 939,Movie name 939,link here,Movie,7.5,131,2019,"Biography, Crime, Drama",100448,2019-12-13,,8,2023-12-16
940,tt0359950,2023-12-16,2023-12-16,,Movie name 940,Movie name 940,link here,Movie,7.3,114,2013,"Adventure, Comedy, Drama, Fantasy, Romance",348191,2013-12-25,,,
941,tt12747748,2023-12-17,2023-12-17,,Movie name 941,Movie name 941,link here,Movie,6.4,138,2023,"Drama, Mystery, Thriller",217615,2023-12-08,,5,2023-12-17
942,tt5774060,2023-12-17,2023-12-17,,Movie name 942,Movie name 942,link here,Movie,5.9,95,2020,"Action, Horror, Sci-Fi, Thriller",100898,2020-01-10,,4,2023-12-17
943,tt0478970,2023-12-17,2023-12-17,,Movie name 943,Movie name 943,link here,Movie,7.2,117,2015,"Action, Comedy, Sci-Fi",737172,2015-07-17,,,
944,tt11410312,2023-12-18,2023-12-18,,Movie name 944,Movie name 944,link here,Movie,7.3,125,2023,Drama,2713,2023-11-17,,9,2023-12-18
945,tt23809778,2023-12-18,2023-12-18,,Movie name 945,Movie name 945,link here,Movie,4.8,128,2023,Drama,637,2023-11-24,,,
946,tt0338013,2023-12-18,2023-12-18,,Movie name 946,Movie name 946,link here,Movie,8.3,108,2004,"Drama, Romance, Sci-Fi",1106220,2004-03-19,,4,2023-12-18
